timestamp,site,T_amb,HR,LF,P_mesuree,P_ref,delta_P,T_norm,I_ineff_ref,cluster_fcm,u_nominal,u_moderate,u_critical
2024-01-26 12:00:00,Site_1,26.43,72.91,0.7399,69.67,50.0,0.3935,0.2142,0.304,1,0.2703026325804411,0.5603256959616388,0.16937167145792
2024-02-02 15:00:00,Site_1,23.76,51.23,1.0,41.75,50.0,-0.1651,0.1254,0.0439,0,0.8871189091215663,0.0843226074726748,0.02855848340575887
2024-01-01 18:00:00,Site_1,35.07,58.62,0.85,57.41,50.0,0.1482,0.5023,0.2725,1,0.1116797816688294,0.8200803353917961,0.0682398829393744
2024-02-18 06:00:00,Site_1,25.37,64.4,0.7698,43.79,50.0,-0.1243,0.1789,0.1086,0,0.8786312087286885,0.09499484877921206,0.026373942492099407
2024-01-23 18:00:00,Site_1,42.64,64.2,0.4157,90.0,50.0,0.8,0.7546,0.741,2,0.0652593176314339,0.16554526917826706,0.7691954131902989
2024-01-14 15:00:00,Site_1,42.0,39.66,0.5239,69.58,50.0,0.3916,0.7333,0.5281,2,0.012412280162265305,0.06124253058961344,0.9263451892481211
2024-01-31 09:00:00,Site_1,34.61,56.15,0.7647,63.1,50.0,0.262,0.487,0.3354,1,0.01883129425819171,0.9566264138208243,0.024542291920984127
2024-01-30 12:00:00,Site_1,15.9,50.08,0.9514,48.71,50.0,-0.0259,0.0,0.0097,0,0.9165496102159953,0.06215421399008089,0.02129617579392385
2024-01-07 09:00:00,Site_1,41.1,60.28,0.5696,58.88,50.0,0.1776,0.7034,0.4122,1,0.0844366992358606,0.5178548067380752,0.39770849402606423
2024-01-06 21:00:00,Site_1,30.54,62.17,0.6748,69.62,50.0,0.3925,0.3512,0.3646,1,0.12328018276645472,0.6932320376862621,0.18348777954728335
2024-01-10 06:00:00,Site_1,39.25,37.83,0.5135,69.56,50.0,0.3913,0.6417,0.498,2,0.025558732489491164,0.14611502287973155,0.8283262446307773
2024-01-01 06:00:00,Site_1,31.17,62.19,0.6935,55.48,50.0,0.1095,0.3722,0.2409,1,0.15918610347444062,0.7825671622433635,0.05824673428219587
2024-01-06 12:00:00,Site_1,34.64,63.71,0.85,63.54,50.0,0.2708,0.488,0.3227,1,0.07951762627676558,0.8404858100024082,0.0799965637208263
2024-01-16 09:00:00,Site_1,42.77,61.29,0.3414,64.33,50.0,0.2866,0.7591,0.5264,2,0.06503661489462682,0.22373950195854156,0.7112238831468316
2024-02-04 21:00:00,Site_1,22.46,45.77,0.8138,51.41,50.0,0.0282,0.082,0.0786,0,0.939566289674996,0.04738562281150432,0.013048087513499519
2024-01-24 12:00:00,Site_1,31.43,62.06,0.7805,56.19,50.0,0.1237,0.3811,0.233,1,0.1742934888031982,0.774580301615056,0.05112620958174584
2024-01-05 09:00:00,Site_1,35.45,75.8,0.6964,58.5,50.0,0.17,0.5149,0.3174,1,0.018708308227410948,0.9584429761714767,0.022848715601112356
2024-01-15 18:00:00,Site_1,33.33,57.46,0.7566,51.9,50.0,0.0379,0.4442,0.2212,1,0.21207183621861253,0.7155389889301909,0.07238917485119663
2024-01-14 12:00:00,Site_1,25.03,55.16,0.943,53.16,50.0,0.0632,0.1677,0.0985,0,0.9028960509590048,0.07781131053654906,0.019292638504446
2024-02-15 21:00:00,Site_1,24.05,59.12,0.8258,48.76,50.0,-0.0248,0.135,0.0821,0,0.9821606383491175,0.01416385933003237,0.003675502320850065
2024-01-25 06:00:00,Site_1,35.41,45.0,0.7467,64.57,50.0,0.2915,0.5135,0.3615,1,0.027323802732956377,0.920266162382952,0.052410034884091614
2024-02-11 21:00:00,Site_1,31.71,69.74,0.696,67.65,50.0,0.3531,0.3902,0.3562,1,0.08359263289265721,0.7934387705308543,0.1229685965764884
2024-01-10 03:00:00,Site_1,44.16,34.39,0.602,65.14,50.0,0.3028,0.8054,0.4977,2,0.05002979411140731,0.24634951908074218,0.7036206868078504
2024-01-09 03:00:00,Site_1,29.42,58.04,0.9664,51.71,50.0,0.0342,0.3142,0.1321,0,0.6882423436500986,0.2579991221444533,0.05375853420544802
2024-01-13 18:00:00,Site_1,42.65,45.45,0.4284,84.01,50.0,0.6803,0.755,0.6847,2,0.03623547416649283,0.1054212927919207,0.8583432330415864
2024-02-09 15:00:00,Site_1,22.76,66.17,0.8967,45.98,50.0,-0.0804,0.092,0.0528,0,0.9789444661073525,0.016141288884649413,0.004914245007998061
2024-01-24 06:00:00,Site_1,36.9,66.51,0.7575,59.29,50.0,0.1857,0.5633,0.3292,1,0.038515282064962596,0.9076137730455347,0.05387094488950279
2024-01-28 00:00:00,Site_1,32.94,57.18,0.77,69.77,50.0,0.3955,0.4314,0.375,1,0.0952445129168616,0.7399838012611477,0.16477168582199064
2024-02-12 09:00:00,Site_1,28.13,45.0,0.7073,70.15,50.0,0.403,0.271,0.3347,1,0.19877173532107922,0.6186873189523403,0.18254094572658044
2024-01-20 18:00:00,Site_1,43.37,43.87,0.5477,80.7,50.0,0.614,0.7792,0.6395,2,0.018771299547989607,0.06347299351841965,0.9177557069335905
2024-01-27 18:00:00,Site_1,22.74,46.3,0.889,50.95,50.0,0.0189,0.0913,0.0627,0,0.9749961865995511,0.019531537956983782,0.005472275443464961
2024-01-13 03:00:00,Site_1,25.04,50.38,0.9185,50.35,50.0,0.0069,0.1681,0.0783,0,0.9695935232954305,0.024301205025799626,0.006105271678769912
2024-01-17 15:00:00,Site_1,33.58,53.17,0.7449,62.44,50.0,0.2489,0.4525,0.3214,1,0.011106425827539563,0.9771135376250667,0.011780036547393685
2024-01-03 00:00:00,Site_1,26.0,54.7,0.7269,56.81,50.0,0.1361,0.2,0.1859,0,0.5571470564526481,0.37482737271654054,0.06802557083081139
2024-01-10 03:00:00,Site_1,37.12,60.37,0.716,60.68,50.0,0.2136,0.5706,0.3526,1,0.03024429279378332,0.9097630472776308,0.059992659928585865
2024-02-01 21:00:00,Site_1,22.06,56.85,0.9406,44.19,50.0,-0.1163,0.0688,0.036,0,0.9412733976453825,0.044130282843762844,0.014596319510854569
2024-02-18 03:00:00,Site_1,24.6,53.87,0.8001,41.53,50.0,-0.1693,0.1534,0.0937,0,0.8864538890819649,0.08692475168962809,0.02662135922840697
2024-01-12 21:00:00,Site_1,32.52,62.94,0.55,55.26,50.0,0.1052,0.4173,0.2834,1,0.15226603837438887,0.7199695275226141,0.12776443410299698
2024-02-17 18:00:00,Site_1,15.5,43.97,0.9225,47.92,50.0,-0.0416,0.0,0.0155,0,0.9270946585819356,0.05438740212271154,0.01851793929535294
2024-01-05 21:00:00,Site_1,33.17,67.3,0.7244,62.91,50.0,0.2583,0.4389,0.325,1,0.014505734256266863,0.9694405729738839,0.016053692769849182
2024-01-08 21:00:00,Site_1,27.01,57.93,0.7404,64.79,50.0,0.2958,0.2335,0.2668,1,0.28560530250792315,0.5991252986001644,0.11526939889191248
2024-02-11 06:00:00,Site_1,35.75,56.55,0.5837,65.89,50.0,0.3178,0.5251,0.4101,1,0.05678140352464287,0.674208475800491,0.26901012067486607
2024-01-14 00:00:00,Site_1,45.3,39.98,0.506,83.69,50.0,0.6738,0.8434,0.6972,2,0.035648929320463374,0.10448505323558581,0.8598660174439509
2024-01-16 06:00:00,Site_1,29.61,54.62,0.8785,47.46,50.0,-0.0507,0.3204,0.1364,0,0.7374799457251687,0.21766068683674084,0.04485936743809056
2024-01-19 06:00:00,Site_1,41.15,51.87,0.3023,77.23,50.0,0.5445,0.7049,0.6313,2,0.04263140438069742,0.12696872506528054,0.8303998705540221
2024-01-08 12:00:00,Site_1,22.08,54.16,0.9186,53.31,50.0,0.0663,0.0694,0.0704,0,0.920655133904321,0.061419151223769765,0.017925714871909155
2024-01-06 12:00:00,Site_1,41.48,51.95,0.4389,83.65,50.0,0.6731,0.7161,0.6657,2,0.03485234594251458,0.10435875281164446,0.860788901245841
2024-02-16 12:00:00,Site_1,29.8,68.0,0.8145,50.96,50.0,0.0191,0.3268,0.1601,0,0.5802148565837543,0.3652497618953871,0.05453538152085856
2024-02-05 09:00:00,Site_1,19.05,38.38,0.7858,52.12,50.0,0.0424,0.0,0.0619,0,0.8632883902715665,0.1033979004923726,0.03331370923606094
2024-01-18 09:00:00,Site_1,47.39,43.4,0.3852,69.36,50.0,0.3873,0.913,0.6168,2,0.04656261104223533,0.1442640327792389,0.8091733561785257
2024-01-20 18:00:00,Site_1,38.22,66.81,0.7337,66.41,50.0,0.3283,0.6075,0.4136,1,0.05651984907853131,0.7008210962677454,0.24265905465372328
2024-01-06 15:00:00,Site_1,29.89,56.04,0.7546,74.0,50.0,0.48,0.3296,0.3804,1,0.17005660219396254,0.5863256813281008,0.24361771647793662
2024-01-23 12:00:00,Site_1,30.11,59.35,0.7743,50.0,50.0,0.0,0.3371,0.1631,0,0.5291396965627458,0.4092014091558338,0.061658894281420275
2024-01-19 06:00:00,Site_1,35.51,65.77,0.6904,62.29,50.0,0.2458,0.5169,0.3535,1,0.012388179940345854,0.9637428141562039,0.02386900590345033
2024-02-02 21:00:00,Site_1,33.59,53.74,0.6695,54.95,50.0,0.0991,0.4529,0.2692,1,0.08755932039312855,0.8557836373919889,0.05665704221488238
2024-02-07 21:00:00,Site_1,38.5,55.56,0.6397,59.13,50.0,0.1825,0.6167,0.3701,1,0.062218417137599014,0.7641764634177155,0.17360511944468549
2024-01-22 18:00:00,Site_1,33.93,61.95,0.6393,51.65,50.0,0.033,0.4642,0.2495,1,0.17097673351965867,0.7292292634640398,0.09979400301630141
2024-02-09 00:00:00,Site_1,27.3,68.0,0.8369,39.51,50.0,-0.2097,0.2434,0.1178,0,0.8071686230806436,0.14807466998533786,0.04475670693401853
2024-01-02 00:00:00,Site_1,22.12,47.57,0.9187,42.08,50.0,-0.1583,0.0707,0.041,0,0.9224544583491656,0.057911322986272246,0.01963421866456218
2024-01-10 21:00:00,Site_1,30.78,71.07,0.85,65.93,50.0,0.3185,0.3592,0.2991,1,0.17048594046372445,0.7228877525749756,0.10662630696130002
2024-01-10 12:00:00,Site_1,45.51,54.78,0.5273,79.7,50.0,0.594,0.8504,0.6595,2,0.022169681519757095,0.07144766660795386,0.9063826518722892
2024-01-13 15:00:00,Site_1,22.32,50.75,0.9355,54.81,50.0,0.0962,0.0772,0.0832,0,0.8826896587522588,0.09092407170329625,0.026386269544445055
2024-01-21 15:00:00,Site_1,34.36,65.79,0.6106,66.19,50.0,0.3238,0.4786,0.3911,1,0.055270080162835654,0.7701852317988134,0.1745446880383509
2024-01-09 18:00:00,Site_1,29.58,58.77,0.7231,57.41,50.0,0.1481,0.3192,0.2338,1,0.22626040318760177,0.7111870214803376,0.06255257533206054
2024-02-01 03:00:00,Site_1,25.62,50.52,0.8292,45.09,50.0,-0.0982,0.1873,0.0997,0,0.9400063821293876,0.047476937895384305,0.012516679975228208
2024-02-04 18:00:00,Site_1,24.28,47.68,0.8207,48.27,50.0,-0.0346,0.1426,0.0858,0,0.9779775037686799,0.017500893182076458,0.0045216030492436585
2024-02-23 00:00:00,Site_1,26.58,51.73,0.8839,45.03,50.0,-0.0994,0.2194,0.1,0,0.9255649347144094,0.059066092675427555,0.015368972610163035
2024-02-18 00:00:00,Site_1,20.96,51.72,0.8328,51.2,50.0,0.024,0.0321,0.0555,0,0.9263617466859183,0.056399774255702875,0.017238479058378813
2024-02-19 09:00:00,Site_1,22.12,55.94,0.8741,48.95,50.0,-0.0209,0.0708,0.05,0,0.9798918721537667,0.015512269799436557,0.0045958580467968455
2024-01-07 18:00:00,Site_1,28.12,46.79,0.8751,51.98,50.0,0.0397,0.2708,0.1376,0,0.7734009736853249,0.191919282200121,0.034679744114554156
2024-01-05 06:00:00,Site_1,27.29,45.95,0.9064,50.97,50.0,0.0194,0.243,0.1125,0,0.8708408062024304,0.1066951655207831,0.02246402827678639
2024-02-03 21:00:00,Site_1,18.26,38.32,0.8969,42.25,50.0,-0.1551,0.0,0.0206,0,0.8976249553062092,0.07517028211186358,0.02720476258192732
2024-01-04 18:00:00,Site_1,21.59,50.98,0.8467,50.71,50.0,0.0142,0.0531,0.0557,0,0.9517091218377831,0.0372551936454143,0.011035684516802608
2024-02-20 09:00:00,Site_1,24.19,61.51,0.8347,40.68,50.0,-0.1865,0.1396,0.0819,0,0.8941072284424713,0.0803019631234775,0.025590808434051218
2024-02-08 09:00:00,Site_1,36.55,64.15,0.6534,61.55,50.0,0.2309,0.5518,0.3664,1,0.03092788317889868,0.8909651140421458,0.07810700277895546
2024-01-22 21:00:00,Site_1,38.93,47.87,0.5672,75.15,50.0,0.503,0.6309,0.5337,2,0.01902114609843791,0.09316989945070846,0.8878089544508536
2024-01-24 18:00:00,Site_1,37.27,55.68,0.5786,63.86,50.0,0.2773,0.5756,0.4105,1,0.056230880287970984,0.6481385225104538,0.29563059720157514
2024-01-01 21:00:00,Site_1,36.03,59.14,0.8196,59.85,50.0,0.1969,0.5345,0.3118,1,0.05878385874109559,0.881673161201165,0.059542980057739434
2024-02-15 06:00:00,Site_1,23.56,63.58,0.9123,39.31,50.0,-0.2138,0.1188,0.0591,0,0.8825578895361031,0.08751484248366904,0.02992726798022786
2024-01-08 12:00:00,Site_1,41.29,61.96,0.484,71.29,50.0,0.4258,0.7095,0.5431,2,0.007411395494691053,0.03372163075146948,0.9588669737538394
2024-01-05 03:00:00,Site_1,35.15,74.36,0.6465,63.29,50.0,0.2658,0.5049,0.367,1,0.02688612874205435,0.9090847061821528,0.06402916507579291
2024-01-17 06:00:00,Site_1,29.08,46.47,0.7437,62.32,50.0,0.2464,0.3027,0.2681,1,0.18479244066985998,0.7375108185638384,0.07769674076630172
2024-01-24 06:00:00,Site_1,39.55,38.04,0.5516,77.32,50.0,0.5464,0.6517,0.5636,2,0.01517516938105229,0.06439412493566206,0.9204307056832857
2024-01-30 18:00:00,Site_1,33.9,70.01,0.8443,51.24,50.0,0.0249,0.4633,0.2045,1,0.2914541140375618,0.6239505156278232,0.08459537033461509
2024-01-09 00:00:00,Site_1,44.0,46.75,0.6393,71.77,50.0,0.4354,0.7999,0.548,2,0.025651866402541534,0.11578261199628559,0.8585655216011728
2024-01-16 21:00:00,Site_1,40.23,65.0,0.627,76.77,50.0,0.5355,0.6744,0.5516,2,0.023159287231111096,0.10505066578731072,0.8717900469815782
2024-02-17 06:00:00,Site_1,32.76,48.64,0.8915,49.47,50.0,-0.0106,0.4253,0.1706,1,0.4538845002146875,0.4644839302534324,0.08163156953188017
2024-02-10 00:00:00,Site_1,24.39,57.66,0.8087,47.04,50.0,-0.0591,0.1463,0.0894,0,0.9642086439328897,0.028307377152596982,0.00748397891451345
